"domain","name","type","title","title_t","help","help_t"
"com.axelor.wkf.db.node.IntermediateTimerEvent","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.IntermediateTimerEvent","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.IntermediateTimerEvent","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.IntermediateTimerEvent","description","field","","Description","",""
"com.axelor.wkf.db.node.IntermediateTimerEvent","ref","field","","Ref","",""
"com.axelor.wkf.db.node.IntermediateTimerEvent","timeDuration","field","","Durée","",""
"com.axelor.wkf.db.node.IntermediateTimerEvent","timeCycle","field","","Cycle","",""
"com.axelor.wkf.db.node.IntermediateTimerEvent","timeDate","field","","Date","",""

"com.axelor.wkf.db.node.message.IntermediateEmailEvent","name","field","","Nom","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","type","field","","Type","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","action","field","","Action","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","description","field","","Description","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","ref","field","","Ref","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","account","field","","Compte","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","persist","field","","Persister ?","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","template","field","","Template","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","templateModel","field","","Model de template","",""

"com.axelor.wkf.db.node.message.IntermediateMailEvent","name","field","","Nom","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","type","field","","Type","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","action","field","","Action","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","description","field","","Description","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","ref","field","","Ref","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","account","field","","Compte","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","persist","field","","Persister ?","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","template","field","","Template","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","templateModel","field","","Model de template","",""

"com.axelor.wkf.db.node.message.IntermediateSmsEvent","name","field","","Nom","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","type","field","","Type","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","action","field","","Action","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","description","field","","Description","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","ref","field","","Ref","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","account","field","","Compte","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","persist","field","","Persister ?","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","template","field","","Template","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","templateModel","field","","Model de template","",""

"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","name","field","","Nom","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","type","field","","Type","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","action","field","","Action","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","description","field","","Description","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","ref","field","","Ref","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","account","field","","Compte","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","persist","field","","Persister ?","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","template","field","","Template","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","templateModel","field","","Model de template","",""

"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","name","field","","Nom","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","type","field","","Type","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","action","field","","Action","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","description","field","","Description","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","ref","field","","Ref","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","account","field","","Compte","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","persist","field","","Persister ?","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","template","field","","Template","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","templateModel","field","","Model de template","",""

"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","name","field","","Nom","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","type","field","","Type","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","action","field","","Action","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","description","field","","Description","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","ref","field","","Ref","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","account","field","","Compte","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","persist","field","","Persister ?","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","template","field","","Template","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","templateModel","field","","Model de template","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","privateMessage","field","","Message privé ?","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","targetPage","field","","Page cible","",""

"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","name","field","","Nom","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","type","field","","Type","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","action","field","","Action","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","description","field","","Description","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","ref","field","","Ref","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","account","field","","Compte","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","persist","field","","Persister ?","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","template","field","","Template","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","templateModel","field","","Model de template","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateLinkedinEvent","privateMessage","field","","Message privé ?","",""

"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","name","field","","Nom","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","type","field","","Type","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","action","field","","Action","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","description","field","","Description","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","ref","field","","Ref","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","account","field","","Compte","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","persist","field","","Persister ?","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","template","field","","Template","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","templateModel","field","","Model de template","",""
"com.axelor.wkf.db.node.message.socialnetwork.IntermediateTwitterEvent","privateMessage","field","","Message privé ?","",""

"com.axelor.wkf.db.node.Filter","name","field","","Nom","",""
"com.axelor.wkf.db.node.Filter","type","field","","Type","",""
"com.axelor.wkf.db.node.Filter","action","field","","Action","",""
"com.axelor.wkf.db.node.Filter","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.Filter","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.Filter","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.Filter","description","field","","Description","",""
"com.axelor.wkf.db.node.Filter","ref","field","","Ref","",""
"com.axelor.wkf.db.node.Filter","filter","field","","Filtre","",""

"com.axelor.wkf.db.node.StopFilter","name","field","","Nom","",""
"com.axelor.wkf.db.node.StopFilter","type","field","","Type","",""
"com.axelor.wkf.db.node.StopFilter","action","field","","Action","",""
"com.axelor.wkf.db.node.StopFilter","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.StopFilter","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.StopFilter","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.StopFilter","description","field","","Description","",""
"com.axelor.wkf.db.node.StopFilter","ref","field","","Ref","",""

"com.axelor.wkf.db.Gateway","name","field","","Nom","",""
"com.axelor.wkf.db.Gateway","type","field","","Type","",""
"com.axelor.wkf.db.Gateway","action","field","","Action","",""
"com.axelor.wkf.db.Gateway","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.Gateway","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.Gateway","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.Gateway","description","field","","Description","",""
"com.axelor.wkf.db.Gateway","ref","field","","Ref","",""

"com.axelor.wkf.db.node.gateway.InclusiveGateway","name","field","","Nom","",""
"com.axelor.wkf.db.node.gateway.InclusiveGateway","type","field","","Type","",""
"com.axelor.wkf.db.node.gateway.InclusiveGateway","action","field","","Action","",""
"com.axelor.wkf.db.node.gateway.InclusiveGateway","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.gateway.InclusiveGateway","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.gateway.InclusiveGateway","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.gateway.InclusiveGateway","description","field","","Description","",""
"com.axelor.wkf.db.node.gateway.InclusiveGateway","ref","field","","Ref","",""

"com.axelor.wkf.db.node.gateway.ExclusiveGateway","name","field","","Nom","",""
"com.axelor.wkf.db.node.gateway.ExclusiveGateway","type","field","","Type","",""
"com.axelor.wkf.db.node.gateway.ExclusiveGateway","action","field","","Action","",""
"com.axelor.wkf.db.node.gateway.ExclusiveGateway","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.gateway.ExclusiveGateway","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.gateway.ExclusiveGateway","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.gateway.ExclusiveGateway","description","field","","Description","",""
"com.axelor.wkf.db.node.gateway.ExclusiveGateway","ref","field","","Ref","",""

"com.axelor.wkf.db.node.gateway.ParallelGateway","name","field","","Nom","",""
"com.axelor.wkf.db.node.gateway.ParallelGateway","type","field","","Type","",""
"com.axelor.wkf.db.node.gateway.ParallelGateway","action","field","","Action","",""
"com.axelor.wkf.db.node.gateway.ParallelGateway","operator","field","","Opérateur Logique","",""
"com.axelor.wkf.db.node.gateway.ParallelGateway","startTransitions","field","","Transition de départ","",""
"com.axelor.wkf.db.node.gateway.ParallelGateway","endTransitions","field","","Transition de fin","",""
"com.axelor.wkf.db.node.gateway.ParallelGateway","description","field","","Description","",""
"com.axelor.wkf.db.node.gateway.ParallelGateway","ref","field","","Ref","",""

"com.axelor.wkf.db.Transition","startNode","field","Start node","Noeud de départ","",""
"com.axelor.wkf.db.Transition","nextNode","field","Next node","Prochain noeud","",""
"com.axelor.wkf.db.Transition","name","field","Name","Nom","",""
"com.axelor.wkf.db.Transition","condition","field","Condition","Condition","",""
"com.axelor.wkf.db.Transition","sequence","field","Sequence","Séquence","",""
"com.axelor.wkf.db.Transition","description","field","Description","Description","",""
"com.axelor.wkf.db.Transition","signal","field","Signam","Signal","",""
"com.axelor.wkf.db.Transition","role","field","Role","Rôle","",""
"com.axelor.wkf.db.Transition","ref","field","Ref","Ref","",""

"node.logic.operator.selection","","select","","","",""
"node.logic.operator.selection","parallel","select","AND","ET","",""
"node.logic.operator.selection","inclusive","select","OR","OU","",""
"node.logic.operator.selection","exclusive","select","XOR","XOR","",""

"node.type.selection","startEvent","select","Start event","Démarrer","",""
"node.type.selection","task","select","Task","Tâche","",""
"node.type.selection","endEvent","select","End event","Arrêt","",""
"node.type.selection","gateway","select","Gateway","Passerelle","",""
"node.type.selection","message","select","Message","Message","",""
"node.type.selection","timer","select","Timer","Minuteur","",""
"node.type.selection","filter","select","Filter","Filtre","",""
"node.type.selection","stopFilter","select","Stop Filter","Fin filtre","",""

"node.message.type.selection","email","select","E-mail","E-mail","",""
"node.message.type.selection","mail","select","Mail","Courrier","",""
"node.message.type.selection","phoneCall","select","Phone call","Appel téléphonique","",""
"node.message.type.selection","sms","select","SMS","SMS","",""
"node.message.type.selection","internetSite","select","Internet site","Site internet","",""
"node.message.type.selection","socialNetwork","select","Social network","Réseaux sociaux","",""

"node.social.network.selection","facebook","select","Facebook","Facebook","",""
"node.social.network.selection","linkedin","select","Linkedin","Linkedin","",""
"node.social.network.selection","twitter","select","Twitter","Twitter","",""

"com.axelor.wkf.db.Transition","end-transition-form","form","Transition","Transition","",""
"end-transition-form","","separator","Description","Description","",""
"com.axelor.wkf.db.Transition","end-transition-grid","grid","Transitions","Transitions","",""
"com.axelor.wkf.db.InstanceCounter","instance-counter-form","form","Counter","Compteur","",""
"com.axelor.wkf.db.InstanceCounter","instance-counter-grid","grid","Counters","Compteurs","",""
"com.axelor.wkf.db.Instance","instance-form","form","Instances","Instances","",""
"instance-form","","page","History","Historique","",""
"instance-form","","page","Counter","Compteur","",""
"instance-form","","page","Diagram","Diagramme","",""
"com.axelor.wkf.db.Instance","instance-grid","grid","Instances","Instances","",""
"com.axelor.wkf.db.InstanceHistory","instance-history-form","form","History","Historique","",""
"com.axelor.wkf.db.InstanceHistory","instance-history-grid","grid","Histories","Historiques","",""
"com.axelor.wkf.db.Node","node-grid","grid","Nodes","Nœuds","",""
"com.axelor.wkf.db.Node","node-form","form","Node","Nœud","",""
"node-form","","separator","Description","Description","",""
"com.axelor.wkf.db.node.StartEvent","start-event-grid","grid","Start events","Evènements de départ","",""
"com.axelor.wkf.db.node.StartEvent","start-event-form","form","Start event","Evènement de départ","",""
"start-event-form","","separator","Description","Description","",""
"com.axelor.wkf.db.node.EndEvent","end-event-grid","grid","End events","Evènements de fin","",""
"com.axelor.wkf.db.node.EndEvent","end-event-form","form","End event","Evènement de fin","",""
"end-event-form","","separator","Description","Description","",""
"com.axelor.wkf.db.node.Task","task-grid","grid","Tasks","Tâches","",""
"com.axelor.wkf.db.node.Task","task-form","form","Task","Tâche","",""
"task-form","","separator","Description","Description","",""
"com.axelor.wkf.db.node.gateway.InclusiveGateway","inclusive-gateway-grid","grid","Inclusive gateways","Passerelles inclusives","",""
"com.axelor.wkf.db.node.gateway.InclusiveGateway","inclusive-gateway-form","form","Inclusive gateway","Passerelle inclusive","",""
"inclusive-gateway-form","","separator","Description","Description","",""
"com.axelor.wkf.db.node.gateway.ExclusiveGateway","exclusive-gateway-grid","grid","Exclusive gateways","Passerelles exclusives","",""
"com.axelor.wkf.db.node.gateway.ExclusiveGateway","exclusive-gateway-form","form","Exclusive gateway","Passerelle exclusive","",""
"exclusive-gateway-form","","separator","Description","Description","",""
"com.axelor.wkf.db.node.gateway.ParallelGateway","parallel-gateway-grid","grid","Parallel gateways","Passerelles parallèles","",""
"com.axelor.wkf.db.node.gateway.ParallelGateway","parallel-gateway-form","form","Parallel gateway","Passerelle parallèles","",""
"parallel-gateway-form","","separator","Description","Description","",""
"com.axelor.wkf.db.Transition","start-transition-form","form","Transition","Transition","",""
"start-transition-form","","separator","Description","Description","",""
"com.axelor.wkf.db.Transition","start-transition-grid","grid","Transitions","Transitions","",""
"com.axelor.wkf.db.Transition","transition-form","form","Transition","Transition","",""
"transition-form","","separator","Description","Description","",""
"com.axelor.wkf.db.Transition","transition-grid","grid","Transitions","Transitions","",""
"workflow-form","openEditor","button","Editor","Éditeur","",""
"workflow-form","openInstances","button","Instances","Instances","",""
"com.axelor.wkf.db.Workflow","workflow-form","form","Workflow","Processus","",""
"workflow-form","","page","Description","Description","",""
"workflow-form","","page","BPMN","BPMN","",""
"workflow-form","importWorkflow","button","Import","Import","",""
"workflow-form","","page","XML","XML","",""
"com.axelor.wkf.db.Workflow","workflow-grid","grid","Workflows","Les Processus","",""

"com.axelor.wkf.db.node.IntermediateTimerEvent","intermediate-timer-event-form","form","Timer event","Evènement minuteur","",""
"com.axelor.wkf.db.node.IntermediateTimerEvent","intermediate-timer-event-grid","grid","Timer events","Evènements minuteur","",""

"com.axelor.wkf.db.node.message.IntermediateEmailEvent","intermediate-email-event-form","form","E-mail event","Evènement e-mail","",""
"com.axelor.wkf.db.node.message.IntermediateEmailEvent","intermediate-email-event-grid","grid","E-mail events","Evènements e-mail","",""

"com.axelor.wkf.db.node.message.IntermediateMailEvent","intermediate-mail-event-form","form","Mail event","Evènement courrier","",""
"com.axelor.wkf.db.node.message.IntermediateMailEvent","intermediate-mail-event-grid","grid","Mail events","Evènements courrier","",""

"com.axelor.wkf.db.node.message.IntermediateSmsEvent","intermediate-sms-event-form","form","Sms event","Evènement sms","",""
"com.axelor.wkf.db.node.message.IntermediateSmsEvent","intermediate-sms-event-grid","grid","Sms events","Evènements sms","",""

"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","intermediate-phone-call-event-form","form","Phone call event","Evènement appel téléphonique","",""
"com.axelor.wkf.db.node.message.IntermediatePhoneCallEvent","intermediate-phone-call-event-grid","grid","Phone call events","Evènements appel téléphonique","",""

"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","intermediate-internet-site-event-form","form","Internet site event","Evènement site internet","",""
"com.axelor.wkf.db.node.message.IntermediateInternetSiteEvent","intermediate-internet-site-event-grid","grid","Internet site events","Evènements site internet","",""

"com.axelor.wkf.db.node.message.socialnetwork.IntermediateFacebookEvent","intermediate-facebook-event-form","form","Facebook event","Evènement Facebook","",""
